GO:0007059	2.3e-07
GO:0032886	5.8e-06
GO:0097435	1.4e-05
GO:0051983	5.1e-05
GO:0071901	0.00025
GO:0051726	0.00046
GO:0000096	0.00047
GO:0000070	0.00053
GO:0051704	0.00054
GO:0055001	0.00064
GO:0070507	0.00065
GO:0022402	0.00066
GO:0007049	0.00070
GO:1903313	0.00074
GO:0061014	0.00086
GO:0030239	0.00089
GO:0097485	0.00090
GO:0048285	0.00098
GO:0042692	0.00105
GO:0030029	0.00105
GO:0006082	0.00114
GO:0022412	0.00127
GO:0000819	0.00151
GO:0051301	0.00156
GO:0032504	0.00158
GO:0051302	0.00160
GO:0007293	0.00167
GO:0006996	0.00184
GO:0007010	0.00227
GO:0043407	0.00252
GO:0042440	0.00275
GO:0098813	0.00306
GO:0051781	0.00310
GO:0006099	0.00322
GO:0051303	0.00342
GO:0046434	0.00369
GO:0006090	0.00396
GO:0044550	0.00406
GO:0010927	0.00423
GO:0046626	0.00434
GO:0006935	0.00449
GO:0005975	0.00486
GO:0051348	0.00492
GO:0000003	0.00497
GO:0051310	0.00497
GO:0022414	0.00515
GO:0009062	0.00518
GO:0032879	0.00520
GO:0030716	0.00521
GO:0003012	0.00543
GO:0040029	0.00576
GO:1900076	0.00593
GO:0010564	0.00612
GO:0045448	0.00633
GO:0051188	0.00655
GO:1901652	0.00669
GO:0140253	0.00691
GO:0006949	0.00711
GO:0007076	0.00728
GO:0061136	0.00733
GO:0007279	0.00749
GO:0007017	0.00777
GO:0033045	0.00822
GO:0033036	0.00850
GO:0051128	0.00850
GO:0043647	0.00882
GO:0033673	0.00907
GO:0009072	0.00927
GO:0046031	0.00954
GO:0009605	0.00959
GO:0006469	0.00976
GO:1901653	0.01002
GO:0051306	0.01033
GO:0051129	0.01042
GO:0007277	0.01051
GO:0007276	0.01069
GO:0019395	0.01074
GO:0099518	0.01083
GO:0044087	0.01089
GO:0048869	0.01092
GO:0030258	0.01156
GO:0016999	0.01244
GO:0043086	0.01250
GO:0035099	0.01268
GO:0090068	0.01276
GO:0072347	0.01294
GO:0032502	0.01300
GO:0007519	0.01316
GO:0001112	0.01335
GO:0032436	0.01340
GO:0007091	0.01346
GO:0048646	0.01375
GO:0051304	0.01391
GO:0009166	0.01432
GO:0034453	0.01436
GO:0046112	0.01507
GO:0043508	0.01512
GO:0051656	0.01512
GO:0010639	0.01514
GO:0006091	0.01599
GO:0040015	0.01627
GO:0001113	0.01653
GO:0009968	0.01665
GO:0044282	0.01707
GO:0035162	0.01910
GO:0007498	0.02016
GO:0019320	0.02016
GO:0050000	0.02064
GO:0006534	0.02123
GO:0032269	0.02147
GO:0050667	0.02151
GO:0046716	0.02178
GO:0031032	0.02189
GO:2000060	0.02250
GO:0098655	0.02282
GO:0061564	0.02314
GO:0003006	0.02400
GO:0033043	0.02432
GO:0007295	0.02445
GO:1901292	0.02454
GO:0051785	0.02531
GO:0051248	0.02558
GO:0006757	0.02561
GO:0033554	0.02575
GO:0014066	0.02607
GO:0001111	0.02627
GO:0006458	0.02640
GO:0007528	0.02641
GO:0140014	0.02654
GO:0071103	0.02656
GO:0001109	0.02664
GO:0051258	0.02707
GO:0009913	0.02708
GO:0048134	0.02715
GO:0061013	0.02724
GO:1900077	0.02736
GO:0051783	0.02817
GO:0061061	0.02818
GO:0045786	0.02869
GO:1903050	0.02873
GO:0008286	0.02928
GO:0071689	0.02951
GO:0006165	0.02982
GO:0007282	0.02983
GO:0051321	0.03104
GO:0045214	0.03131
GO:0043277	0.03171
GO:0016052	0.03212
GO:0071704	0.03214
GO:0019748	0.03235
GO:0007097	0.03260
GO:0007100	0.03357
GO:0051493	0.03364
GO:0051276	0.03396
GO:0007051	0.03406
GO:0010912	0.03523
GO:0000022	0.03567
GO:0010623	0.03574
GO:0000289	0.03584
GO:0007062	0.03594
GO:0031050	0.03662
GO:0046627	0.03700
GO:0008283	0.03701
GO:0072350	0.03750
GO:0046628	0.03833
GO:0048100	0.03839
GO:0007305	0.03889
GO:0009966	0.04026
GO:0044281	0.04040
GO:0045732	0.04059
GO:0042176	0.04064
GO:0032989	0.04106
GO:0051236	0.04154
GO:0048468	0.04163
GO:0007080	0.04281
GO:0047496	0.04289
GO:0006856	0.04388
GO:0009894	0.04389
GO:0046152	0.04450
GO:0051235	0.04451
GO:0015833	0.04511
GO:0050829	0.04538
GO:0051270	0.04578
